,,,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,,,,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022
State_Code,State,District,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male(Doses Administered),Female(Doses Administered),Transgender(Doses Administered),Covaxin (Doses Administered),Covishield (Doses Administered),State_Code,State,District,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male(Doses Administered),Female(Doses Administered),Transgender(Doses Administered),Covaxin (Doses Administered),Covishield (Doses Administered)
MP,Madhya Pradesh,Dewas,2189304,4069,24,1142192,1047112,1126516,1061755,1033,288548,1900756,MP,Madhya Pradesh,Dewas,2194250.0,22407.0,94.0,1144054.0,1047892.0,1127931.0,1062981.0,1034.0,291184.0,1903066.0
MP,Madhya Pradesh,Dhar,2961555,4860,8,1540113,1421442,1539584,1421198,773,273087,2688468,MP,Madhya Pradesh,Dhar,2969180.0,100301.0,123.0,1545141.0,1421848.0,1542433.0,1423779.0,777.0,278136.0,2691044.0
MP,Madhya Pradesh,Dindori,1011054,460,9,518263,492791,501247,509684,123,108741,902313,MP,Madhya Pradesh,Dindori,1013079.0,7600.0,128.0,520042.0,492791.0,502158.0,510552.0,123.0,110520.0,902559.0
MP,Madhya Pradesh,Guna,1744998,7550,15,901761,843237,923122,821516,360,197043,1547955,MP,Madhya Pradesh,Guna,1749549.0,23049.0,72.0,904921.0,843584.0,925108.0,823034.0,363.0,200358.0,1549191.0
MP,Madhya Pradesh,Gwalior,3104672,109840,152,1629512,1475160,1657821,1446132,719,512081,2592591,MP,Madhya Pradesh,Gwalior,3122282.0,200925.0,249.0,1643030.0,1477151.0,1666469.0,1452990.0,721.0,526092.0,2596190.0
MP,Madhya Pradesh,Harda,833332,4420,21,439572,393760,435319,397870,143,84696,748636,MP,Madhya Pradesh,Harda,834902.0,16555.0,62.0,440807.0,393850.0,435951.0,398562.0,143.0,86052.0,748850.0
MP,Madhya Pradesh,Hoshangabad,1833001,100,1,944723,888278,951225,881368,408,238027,1594974,MP,Madhya Pradesh,Hoshangabad,1836673.0,14191.0,78.0,946979.0,888587.0,952549.0,882608.0,409.0,240418.0,1596255.0
MP,Madhya Pradesh,Indore,6180449,55462,319,3293451,2886998,3307139,2871817,1493,1159711,5008314,MP,Madhya Pradesh,Indore,6197017.0,144516.0,562.0,3299424.0,2892366.0,3312923.0,2877371.0,1496.0,1168162.0,5016429.0
MP,Madhya Pradesh,Jabalpur,4054415,4908,19,2083331,1971084,2075160,1978338,917,1190775,2859138,MP,Madhya Pradesh,Jabalpur,4063239.0,47438.0,95.0,2085325.0,1973159.0,2077254.0,1980311.0,918.0,1193729.0,2864993.0
MP,Madhya Pradesh,Jhabua,1308652,36136,84,721124,587528,659673,648880,99,105557,1203095,MP,Madhya Pradesh,Jhabua,1312136.0,87284.0,238.0,721899.0,588278.0,660424.0,649654.0,99.0,106262.0,1205874.0
MP,Madhya Pradesh,Katni,1818998,11700,29,927685,891313,937601,881029,368,149409,1669589,MP,Madhya Pradesh,Katni,1826287.0,29646.0,91.0,934503.0,891567.0,941281.0,884420.0,369.0,156215.0,1670072.0
MP,Madhya Pradesh,Khandwa,1903164,2000,1,986605,916559,973744,929126,294,270586,1632578,MP,Madhya Pradesh,Khandwa,1908265.0,123502.0,94.0,989808.0,916886.0,975557.0,930842.0,295.0,274203.0,1634062.0
MP,Madhya Pradesh,Khargone,2498711,20172,192,1327183,1171528,1280327,1217810,574,244686,2254025,MP,Madhya Pradesh,Khargone,2504425.0,31945.0,143.0,1330489.0,1172037.0,1282084.0,1219867.0,575.0,248430.0,2255995.0
MP,Madhya Pradesh,Mandla,1444639,24500,40,744387,700252,705107,739356,176,149080,1295559,MP,Madhya Pradesh,Mandla,1449245.0,67747.0,190.0,748297.0,700395.0,707204.0,741312.0,176.0,153012.0,1296233.0
MP,Madhya Pradesh,Mandsaur,2015840,3682,56,1041197,974643,1027493,987638,709,253071,1762769,MP,Madhya Pradesh,Mandsaur,2018300.0,17132.0,40.0,1041863.0,974858.0,1027943.0,988069.0,709.0,253924.0,1764376.0
MP,Madhya Pradesh,Morena,2729602,94680,266,1405902,1323700,1489670,1239475,457,231029,2498573,MP,Madhya Pradesh,Morena,2739405.0,159980.0,302.0,1414739.0,1324152.0,1494600.0,1243831.0,460.0,240010.0,2499395.0
MP,Madhya Pradesh,Narsinghpur,1659126,2130,12,865554,793572,859106,799712,308,177159,1481967,MP,Madhya Pradesh,Narsinghpur,1665000.0,20940.0,72.0,869924.0,793916.0,861596.0,801936.0,308.0,181777.0,1483223.0
MP,Madhya Pradesh,Neemuch,1209894,5600,26,621361,588533,618059,591507,328,124247,1085647,MP,Madhya Pradesh,Neemuch,1214411.0,22026.0,105.0,624885.0,588589.0,620074.0,593071.0,329.0,127791.0,1086620.0
MP,Madhya Pradesh,Panna,1315460,2200,4,670573,644887,709765,605461,234,105494,1209966,MP,Madhya Pradesh,Panna,1319658.0,104970.0,223.0,673378.0,645066.0,711215.0,606993.0,236.0,108254.0,1211404.0
MP,Madhya Pradesh,Raisen,1897543,5656,20,981278,916265,1009449,887764,330,355266,1542277,MP,Madhya Pradesh,Raisen,1900978.0,53381.0,92.0,983812.0,916530.0,1010939.0,889073.0,330.0,357904.0,1543074.0
MP,Madhya Pradesh,Rajgarh,2148113,650,2,1125053,1023060,1105608,1042026,479,291012,1857101,MP,Madhya Pradesh,Rajgarh,2156021.0,20491.0,108.0,1131575.0,1023307.0,1109393.0,1045010.0,479.0,297861.0,1858160.0
MP,Madhya Pradesh,Ratlam,2182198,3053,26,1117522,1064676,1117584,1063979,635,246240,1933587,MP,Madhya Pradesh,Ratlam,2186024.0,11318.0,124.0,1119966.0,1064874.0,1119028.0,1065177.0,635.0,249023.0,1934629.0
MP,Madhya Pradesh,Rewa,3445772,2862,9,1771434,1674338,1761595,1683555,622,273463,3172309,MP,Madhya Pradesh,Rewa,3459551.0,91129.0,224.0,1784173.0,1674632.0,1768793.0,1689385.0,627.0,286061.0,3173490.0
MP,Madhya Pradesh,Sagar,3346351,130695,103,1749253,1597098,1762409,1583118,824,652292,2694059,MP,Madhya Pradesh,Sagar,3357108.0,174687.0,109.0,1755216.0,1598681.0,1766350.0,1586721.0,826.0,658893.0,2698215.0
MP,Madhya Pradesh,Satna,3208418,3110,3,1647234,1561184,1685151,1522670,597,195121,3013297,MP,Madhya Pradesh,Satna,3218850.0,101244.0,137.0,1655584.0,1562778.0,1690399.0,1527363.0,600.0,203217.0,3015633.0
MP,Madhya Pradesh,Sehore,1913344,6600,26,1015886,897458,995419,917504,421,267455,1645889,MP,Madhya Pradesh,Sehore,1918008.0,26099.0,143.0,1019234.0,897821.0,997282.0,919349.0,424.0,271013.0,1646995.0
MP,Madhya Pradesh,Seoni,1986186,120,1,1035018,951168,988420,997438,328,201117,1785069,MP,Madhya Pradesh,Seoni,1990983.0,31482.0,125.0,1038810.0,951315.0,990429.0,999367.0,329.0,204968.0,1786015.0
MP,Madhya Pradesh,Shahdol,1539616,2700,9,784160,755456,795273,744174,169,96767,1442849,MP,Madhya Pradesh,Shahdol,1549198.0,73577.0,223.0,793130.0,755646.0,799655.0,748947.0,174.0,105687.0,1443511.0
MP,Madhya Pradesh,Shajapur,1323823,2000,4,677457,646366,683314,639912,597,118556,1205267,MP,Madhya Pradesh,Shajapur,1327485.0,54107.0,117.0,679726.0,646574.0,684675.0,641028.0,597.0,121049.0,1206436.0
MP,Madhya Pradesh,Sheopur,862405,50,1,440041,422364,456288,405956,161,109830,752575,MP,Madhya Pradesh,Sheopur,868573.0,13960.0,106.0,445642.0,422450.0,459050.0,408880.0,162.0,115520.0,753053.0
MP,Madhya Pradesh,Shivpuri,2317098,19754,134,1207988,1109110,1232567,1084192,339,257214,2059884,MP,Madhya Pradesh,Shivpuri,2332076.0,47915.0,256.0,1220826.0,1109653.0,1239091.0,1091046.0,342.0,270524.0,2061552.0
MP,Madhya Pradesh,Sidhi,1418345,3757,9,744304,674041,721674,696462,209,102913,1315432,MP,Madhya Pradesh,Sidhi,1426017.0,36994.0,65.0,751486.0,674319.0,725667.0,699925.0,213.0,109956.0,1316061.0
MP,Madhya Pradesh,Singrauli,1576757,18000,27,854366,722391,859780,716684,293,107531,1469226,MP,Madhya Pradesh,Singrauli,1581944.0,84300.0,158.0,857898.0,723254.0,862071.0,718787.0,294.0,111182.0,1470762.0
MP,Madhya Pradesh,Tikamgarh,2011082,4407,11,1049183,961899,1072567,938096,419,405932,1605150,MP,Madhya Pradesh,Tikamgarh,2015149.0,67575.0,139.0,1052034.0,962571.0,1074419.0,939763.0,423.0,409229.0,1605920.0
MP,Madhya Pradesh,Ujjain,3010670,12370,34,1568083,1442587,1542890,1467082,698,405061,2605609,MP,Madhya Pradesh,Ujjain,3015842.0,88919.0,166.0,1570577.0,1443773.0,1544807.0,1468844.0,699.0,407664.0,2608178.0
MP,Madhya Pradesh,Umaria,950925,0,0,485953,464972,486760,464004,161,66693,884232,MP,Madhya Pradesh,Umaria,953818.0,29700.0,61.0,488591.0,464986.0,488069.0,465347.0,161.0,69330.0,884488.0
MP,Madhya Pradesh,Vidisha,2032881,6600,15,1050795,982086,1075364,957095,422,218887,1813994,MP,Madhya Pradesh,Vidisha,2037303.0,65430.0,97.0,1053867.0,982454.0,1077223.0,958675.0,423.0,222036.0,1815267.0
MH,Maharashtra,Ahmednagar,4852623,27683,89,3029551,1823072,2561759,2289873,991,761807,4088889,MH,Maharashtra,Ahmednagar,4899075.0,188778.0,445.0,3048521.0,1848838.0,2585593.0,2310756.0,1010.0,773870.0,4123272.0
MH,Maharashtra,Akola,1759702,7370,21,1134941,624761,904441,854960,301,322013,1437689,MH,Maharashtra,Akola,1769975.0,48702.0,105.0,1141336.0,628064.0,909383.0,859711.0,306.0,328896.0,1441079.0
MH,Maharashtra,Amravati,2969790,126769,102,1913671,1056119,1514875,1454467,448,653630,2316160,MH,Maharashtra,Amravati,2991096.0,196223.0,186.0,1924052.0,1066392.0,1525225.0,1464768.0,451.0,664444.0,2326652.0
MH,Maharashtra,Aurangabad,4125062,31826,37,2712072,1412990,2247375,1876859,828,331814,3793248,MH,Maharashtra,Aurangabad,4147313.0,118401.0,210.0,2723684.0,1422814.0,2259009.0,1886654.0,835.0,341406.0,3805907.0
MH,Maharashtra,Beed,2607783,55211,58,1669017,938766,1373375,1233985,423,421370,2186413,MH,Maharashtra,Beed,2623832.0,261189.0,248.0,1677897.0,945384.0,1381863.0,1240988.0,430.0,430688.0,2193144.0
MH,Maharashtra,Bhandara,1646628,5364,14,904123,742505,806184,840222,222,733034,913594,MH,Maharashtra,Bhandara,1658878.0,84788.0,128.0,913329.0,745282.0,812113.0,846273.0,225.0,743357.0,915521.0
MH,Maharashtra,Buldhana,2677634,227867,282,1693829,983805,1383703,1293575,356,876115,1801519,MH,Maharashtra,Buldhana,2695798.0,263199.0,301.0,1706652.0,988904.0,1393217.0,1301979.0,360.0,890240.0,1805558.0
MH,Maharashtra,Chandrapur,2577867,410,5,1527670,1050197,1308390,1269171,306,213784,2364083,MH,Maharashtra,Chandrapur,2595584.0,38625.0,214.0,1535958.0,1059352.0,1317255.0,1277742.0,313.0,221146.0,2374438.0
MH,Maharashtra,Dhule,2284867,4190,16,1378702,906165,1169749,1114676,442,569565,1715302,MH,Maharashtra,Dhule,2294655.0,63361.0,201.0,1381632.0,912454.0,1174661.0,1118981.0,444.0,572301.0,1722354.0
MH,Maharashtra,Gadchiroli,1184016,135594,69,706972,477044,601277,582551,188,395540,788476,MH,Maharashtra,Gadchiroli,1196858.0,208240.0,82.0,716123.0,480625.0,607938.0,588618.0,192.0,405603.0,791255.0
MH,Maharashtra,Gondia,1718401,1,1,997366,721035,827433,890765,203,809423,908978,MH,Maharashtra,Gondia,1728998.0,69238.0,161.0,1005372.0,723298.0,832541.0,895926.0,203.0,818109.0,910889.0
MH,Maharashtra,Hingoli,1231965,33334,32,783442,448523,634019,597770,176,339979,891986,MH,Maharashtra,Hingoli,1241569.0,150642.0,198.0,788596.0,452836.0,639242.0,602013.0,177.0,346467.0,895102.0
MH,Maharashtra,Jalgaon,4439464,66584,122,2725178,1714286,2266690,2171996,778,341059,4096083,MH,Maharashtra,Jalgaon,4477118.0,239696.0,351.0,2744156.0,1731236.0,2285481.0,2189120.0,791.0,357022.0,4117770.0
MH,Maharashtra,Jalna,2129152,1304,2,1330449,798703,1106429,1022405,318,386055,1743097,MH,Maharashtra,Jalna,2147614.0,95669.0,159.0,1342299.0,805228.0,1116336.0,1030865.0,326.0,397989.0,1749625.0
MH,Maharashtra,Kolhapur,4903535,299062,222,2898785,2004750,2488772,2413677,1086,415066,4482380,MH,Maharashtra,Kolhapur,4938549.0,562696.0,318.0,2915586.0,2021441.0,2506172.0,2429751.0,1104.0,430172.0,4502288.0
MH,Maharashtra,Latur,2573374,23858,66,1660004,913370,1331780,1241198,396,630277,1943097,MH,Maharashtra,Latur,2588721.0,111228.0,228.0,1666299.0,921727.0,1339738.0,1247889.0,399.0,636486.0,1952235.0
MH,Maharashtra,Mumbai,18375698,20027,48,10097999,8277699,10837020,7533798,4880,1810782,16495984,MH,Maharashtra,Mumbai,18455583.0,198378.0,453.0,10127377.0,8317462.0,10880302.0,7559631.0,4905.0,1832154.0,16554430.0
MH,Maharashtra,Nagpur,6069304,16302,42,3707259,2362045,3102296,2965992,1016,494753,5554090,MH,Maharashtra,Nagpur,6112469.0,335506.0,348.0,3729865.0,2379564.0,3122717.0,2985690.0,1022.0,514520.0,5577467.0
MH,Maharashtra,Nanded,3289614,189723,318,2132528,1157086,1688796,1600387,431,666842,2622772,MH,Maharashtra,Nanded,3311358.0,225600.0,410.0,2143829.0,1167085.0,1699870.0,1610609.0,435.0,678511.0,2632847.0
MH,Maharashtra,Nandurbar,1638857,127488,124,1040154,598703,839110,799545,202,272348,1366509,MH,Maharashtra,Nandurbar,1647215.0,138025.0,132.0,1045009.0,601559.0,842952.0,803412.0,204.0,277534.0,1369681.0
MH,Maharashtra,Nashik,6948568,20652,50,4412192,2536376,3676233,3271221,1114,648732,6288158,MH,Maharashtra,Nashik,7009693.0,299177.0,639.0,4436868.0,2568787.0,3706236.0,3298287.0,1131.0,666309.0,6331706.0
MH,Maharashtra,Osmanabad,1675557,1650,3,1075263,600294,865225,810046,286,294833,1380724,MH,Maharashtra,Osmanabad,1685671.0,64648.0,115.0,1079885.0,605103.0,870305.0,814392.0,291.0,299642.0,1386029.0
MH,Maharashtra,Palghar,3957964,38027,56,2241897,1716067,2147343,1809634,987,275951,3679834,MH,Maharashtra,Palghar,3985874.0,116809.0,161.0,2253443.0,1731409.0,2160859.0,1822999.0,994.0,284247.0,3699439.0
MH,Maharashtra,Parbhani,2011895,133610,205,1233367,778528,1037984,973689,222,572695,1439200,MH,Maharashtra,Parbhani,2026517.0,224899.0,285.0,1243625.0,782653.0,1045651.0,980404.0,223.0,584032.0,1442485.0
MH,Maharashtra,Pune,15676794,157886,248,9045400,6631394,8757372,6915658,3764,1318108,14281515,MH,Maharashtra,Pune,15776003.0,435036.0,744.0,9091055.0,6678275.0,8810918.0,6954601.0,3811.0,1347998.0,14350674.0
MH,Maharashtra,Raigad,3803870,29183,60,2161623,1642247,2118572,1684406,892,340168,3461876,MH,Maharashtra,Raigad,3831179.0,141576.0,294.0,2171139.0,1658965.0,2132389.0,1696812.0,903.0,346856.0,3482493.0
MH,Maharashtra,Ratnagiri,1776588,136600,138,1047375,729213,877415,898986,187,302006,1474582,MH,Maharashtra,Ratnagiri,1795958.0,160562.0,163.0,1055587.0,739297.0,885842.0,908853.0,189.0,309436.0,1486522.0
MH,Maharashtra,Sangli,3646219,60111,80,2142610,1503609,1842544,1803051,624,291376,3354843,MH,Maharashtra,Sangli,3666868.0,136839.0,201.0,2153365.0,1512382.0,1853461.0,1811658.0,628.0,298968.0,3367900.0
MH,Maharashtra,Satara,3844513,30105,56,2239211,1605302,1927190,1916611,712,451887,3383744,MH,Maharashtra,Satara,3865937.0,96877.0,301.0,2248525.0,1616080.0,1938061.0,1925821.0,723.0,459833.0,3397196.0
MH,Maharashtra,Sindhudurg,1046213,0,0,602851,443362,529722,516345,146,236492,809721,MH,Maharashtra,Sindhudurg,1053457.0,16970.0,99.0,604062.0,449395.0,533292.0,520018.0,147.0,236669.0,816788.0
MH,Maharashtra,Solapur,4610880,244468,110,2881541,1729339,2423282,2186484,1114,157921,4451428,MH,Maharashtra,Solapur,4646436.0,267438.0,162.0,2900271.0,1744919.0,2441395.0,2202656.0,1139.0,171538.0,4473365.0
MH,Maharashtra,Thane,11458806,55755,116,6550074,4908732,6394317,5061058,3431,1006575,10397257,MH,Maharashtra,Thane,11526666.0,335333.0,482.0,6580997.0,4940909.0,6428925.0,5089521.0,3460.0,1031100.0,10440524.0
MH,Maharashtra,Wardha,1522879,7208,10,933635,589244,764316,758371,192,201475,1321404,MH,Maharashtra,Wardha,1532875.0,60965.0,92.0,940302.0,592000.0,769009.0,763099.0,193.0,207922.0,1324953.0
MH,Maharashtra,Washim,1380863,47151,28,807494,573369,722296,658383,184,685866,694997,MH,Maharashtra,Washim,1388501.0,59696.0,38.0,812288.0,575916.0,726281.0,661737.0,186.0,692116.0,696385.0
MH,Maharashtra,Yavatmal,2773421,41444,23,1770245,1003176,1425999,1346931,491,570823,2202598,MH,Maharashtra,Yavatmal,2791154.0,259533.0,203.0,1778443.0,1012415.0,1434532.0,1355834.0,492.0,579776.0,2211378.0
MN,Manipur,Bishnupur,236805,3200,4,136280,100525,114678,122073,54,513,236292,MN,Manipur,Bishnupur,237343.0,16000.0,18.0,136517.0,100807.0,114933.0,122337.0,54.0,590.0,236753.0
MN,Manipur,Chandel,49913,1050,6,28002,21911,28439,21470,4,130,49783,MN,Manipur,Chandel,50010.0,1650.0,11.0,28038.0,21963.0,28480.0,21517.0,4.0,139.0,49871.0
MN,Manipur,Churachandpur,195223,0,0,110829,84394,101689,93498,36,1072,194151,MN,Manipur,Churachandpur,195701.0,3877.0,17.0,111142.0,84540.0,101902.0,93744.0,36.0,1227.0,194474.0
MN,Manipur,Imphal East,472766,1200,3,268881,203885,241215,231397,154,1735,471031,MN,Manipur,Imphal East,474021.0,13200.0,25.0,269468.0,204351.0,241732.0,231933.0,154.0,2018.0,472003.0
MN,Manipur,Imphal West,586916,0,0,328190,258726,299703,287024,189,1148,583569,MN,Manipur,Imphal West,588803.0,7840.0,38.0,329546.0,259064.0,300332.0,288088.0,190.0,2342.0,584242.0
MN,Manipur,Jiribam,52701,0,0,28907,23794,28851,23831,19,88,52613,MN,Manipur,Jiribam,52766.0,6000.0,9.0,28938.0,23825.0,28876.0,23868.0,19.0,107.0,52659.0
MN,Manipur,Kakching,157880,0,0,89389,68491,78049,79791,40,801,157079,MN,Manipur,Kakching,158338.0,28730.0,13.0,89644.0,68694.0,78255.0,80043.0,40.0,976.0,157362.0
MN,Manipur,Kamjong,20996,2360,9,12619,8377,12327,8662,7,19,20977,MN,Manipur,Kamjong,21007.0,2140.0,9.0,12623.0,8384.0,12332.0,8668.0,7.0,19.0,20988.0
MN,Manipur,Kangpokpi,74807,850,7,44786,30021,39442,35344,21,107,74700,MN,Manipur,Kangpokpi,74958.0,610.0,5.0,44854.0,30103.0,39525.0,35411.0,21.0,128.0,74830.0
MN,Manipur,Noney,33107,964,4,19370,13737,20532,12570,5,107,33000,MN,Manipur,Noney,33243.0,1854.0,6.0,19415.0,13776.0,20581.0,12605.0,5.0,122.0,33121.0
MN,Manipur,Pherzawl,26280,0,0,13673,12607,13524,12756,0,248,26032,MN,Manipur,Pherzawl,26391.0,550.0,4.0,13748.0,12637.0,13572.0,12813.0,0.0,291.0,26100.0
MN,Manipur,Senapati,56018,0,0,31989,24029,33008,23000,10,43,55975,MN,Manipur,Senapati,56150.0,2090.0,9.0,32047.0,24099.0,33086.0,23050.0,10.0,48.0,56102.0
MN,Manipur,Tamenglong,40061,1210,12,23314,16747,23999,16062,0,107,39954,MN,Manipur,Tamenglong,40190.0,2453.0,14.0,23388.0,16788.0,24059.0,16117.0,0.0,122.0,40068.0
MN,Manipur,Tengnoupal,46805,155,6,27691,19114,26990,19812,3,173,46632,MN,Manipur,Tengnoupal,47299.0,1720.0,11.0,27924.0,19351.0,27127.0,20145.0,3.0,204.0,47095.0
MN,Manipur,Thoubal,250005,0,0,149227,100778,126822,123135,48,565,249440,MN,Manipur,Thoubal,250790.0,15980.0,20.0,149589.0,101173.0,127162.0,123552.0,48.0,729.0,250061.0
MN,Manipur,Ukhrul,48905,1780,12,28049,20856,28689,20211,5,41,48864,MN,Manipur,Ukhrul,49227.0,2080.0,13.0,28188.0,20988.0,28836.0,20335.0,5.0,47.0,49180.0
ML,Meghalaya,East Garo Hills,98128,1310,5,61797,36331,52765,45356,7,235,97893,ML,Meghalaya,East Garo Hills,98538.0,15630.0,32.0,62027.0,36479.0,52951.0,45548.0,7.0,322.0,98216.0
ML,Meghalaya,East Jaintia Hills,122197,0,0,70582,51615,74748,47435,14,478,121719,ML,Meghalaya,East Jaintia Hills,122507.0,3589.0,16.0,70694.0,51755.0,74885.0,47550.0,14.0,535.0,121972.0
ML,Meghalaya,East Khasi Hills,626058,400,2,344346,281712,318370,307608,80,4677,621381,ML,Meghalaya,East Khasi Hills,629227.0,51832.0,137.0,345624.0,282604.0,319517.0,308631.0,80.0,5292.0,623935.0
ML,Meghalaya,North Garo Hills,115630,400,1,69648,45982,60384,55239,7,180,115450,ML,Meghalaya,North Garo Hills,116042.0,35800.0,60.0,69858.0,46150.0,60570.0,55431.0,7.0,233.0,115809.0
ML,Meghalaya,Ribhoi,189180,200,1,115332,73848,101809,87351,20,484,188696,ML,Meghalaya,Ribhoi,190011.0,10987.0,28.0,115721.0,74185.0,102214.0,87672.0,20.0,711.0,189300.0
ML,Meghalaya,South Garo Hills,78715,0,0,48941,29774,42067,36638,10,85,78630,ML,Meghalaya,South Garo Hills,78864.0,1950.0,7.0,49023.0,29830.0,42142.0,36701.0,10.0,117.0,78747.0
ML,Meghalaya,South West Garo Hills,146143,0,0,87369,58774,72967,73149,27,990,145153,ML,Meghalaya,South West Garo Hills,147097.0,8874.0,26.0,87964.0,59048.0,73408.0,73577.0,27.0,1388.0,145709.0
ML,Meghalaya,South West Khasi Hills,61204,0,0,36149,25055,32598,28595,11,53,61151,ML,Meghalaya,South West Khasi Hills,61259.0,3655.0,7.0,36171.0,25083.0,32626.0,28617.0,11.0,65.0,61194.0
ML,Meghalaya,West Garo Hills,395538,0,0,231381,164157,203069,192397,72,1280,394258,ML,Meghalaya,West Garo Hills,397659.0,36150.0,65.0,231914.0,164854.0,203656.0,193040.0,72.0,1479.0,396180.0
ML,Meghalaya,West Jaintia Hills,170535,0,0,99587,70948,82528,87986,21,711,169824,ML,Meghalaya,West Jaintia Hills,171113.0,10370.0,29.0,99891.0,71114.0,82781.0,88203.0,21.0,847.0,170266.0
ML,Meghalaya,West Khasi Hills,146032,0,0,87429,58603,72326,73685,21,504,145528,ML,Meghalaya,West Khasi Hills,146594.0,29070.0,71.0,87713.0,58831.0,72571.0,73952.0,21.0,625.0,145969.0
MZ,Mizoram,Aizawl,360905,0,0,196002,164903,181159,179714,32,5138,355767,MZ,Mizoram,Aizawl,362544.0,7776.0,15.0,197053.0,165277.0,181845.0,180453.0,32.0,6028.0,356516.0
MZ,Mizoram,Aizawl,234362,0,0,132113,102249,111999,122335,28,2498,231864,MZ,Mizoram,Aizawl,237108.0,17443.0,17.0,134678.0,102351.0,113216.0,123785.0,28.0,4871.0,232237.0
MZ,Mizoram,Champhai,137792,0,0,75890,61902,68126,69623,43,0,137792,MZ,Mizoram,Champhai,139475.0,3950.0,5.0,77567.0,61908.0,68917.0,70515.0,43.0,1663.0,137812.0
MZ,Mizoram,Kolasib,93286,0,0,53171,40115,46459,46808,19,965,92321,MZ,Mizoram,Kolasib,94443.0,5300.0,4.0,54169.0,40238.0,46992.0,47396.0,19.0,1612.0,92831.0
MZ,Mizoram,Lawngtlai,112090,0,0,73791,38299,58588,53483,19,721,111369,MZ,Mizoram,Lawngtlai,112865.0,7220.0,8.0,74505.0,38337.0,58957.0,53866.0,19.0,1369.0,111496.0
MZ,Mizoram,Lunglei,187432,0,0,101863,85569,96293,91071,68,1643,185789,MZ,Mizoram,Lunglei,189208.0,5023.0,17.0,103434.0,85682.0,97138.0,91910.0,68.0,2767.0,186441.0
MZ,Mizoram,Mamit,84663,800,1,49055,35608,44114,40525,24,1487,83176,MZ,Mizoram,Mamit,85172.0,5850.0,6.0,49352.0,35702.0,44304.0,40726.0,24.0,1709.0,83463.0
MZ,Mizoram,Serchhip,82332,0,0,44043,38289,42537,39773,22,1282,81050,MZ,Mizoram,Serchhip,83264.0,4649.0,11.0,44827.0,38380.0,42969.0,40216.0,22.0,1890.0,81374.0
MZ,Mizoram,Saiha,61039,0,0,36183,24856,31015,30013,11,0,61039,MZ,Mizoram,Saiha,62013.0,2408.0,5.0,36952.0,25022.0,31408.0,30555.0,11.0,376.0,61637.0
NL,Nagaland,Dimapur,503230,0,0,285537,217693,281950,221173,107,1340,499140,NL,Nagaland,Dimapur,507036.0,20400.0,25.0,287873.0,218832.0,283683.0,222913.0,109.0,2434.0,501839.0
NL,Nagaland,Kiphire,31284,200,1,20750,10534,18906,12375,3,0,31284,NL,Nagaland,Kiphire,31450.0,400.0,2.0,20848.0,10602.0,18984.0,12463.0,3.0,0.0,31450.0
NL,Nagaland,Kohima,202403,0,0,109400,93003,112869,89494,40,233,198350,NL,Nagaland,Kohima,203278.0,3500.0,8.0,110038.0,93230.0,113324.0,89903.0,41.0,620.0,198819.0
NL,Nagaland,Longleng,38039,0,0,21524,16515,21100,16934,5,0,38039,NL,Nagaland,Longleng,38065.0,440.0,1.0,21533.0,16532.0,21114.0,16946.0,5.0,0.0,38065.0
NL,Nagaland,Mokokchung,132485,0,0,71080,61405,70103,62365,17,0,132485,NL,Nagaland,Mokokchung,132761.0,850.0,3.0,71158.0,61582.0,70249.0,62474.0,17.0,0.0,132761.0
NL,Nagaland,Mon,127596,0,0,72670,54926,70313,57267,16,0,127596,NL,Nagaland,Mon,127853.0,900.0,8.0,72774.0,55079.0,70455.0,57382.0,16.0,0.0,127853.0
NL,Nagaland,Peren,37632,80,1,22239,15393,22007,15622,3,0,37632,NL,Nagaland,Peren,37943.0,5030.0,11.0,22322.0,15503.0,22125.0,15697.0,3.0,13.0,37930.0
NL,Nagaland,Phek,62761,720,2,37013,25748,37387,25368,6,0,62761,NL,Nagaland,Phek,63066.0,3670.0,6.0,37180.0,25882.0,37540.0,25515.0,7.0,35.0,63031.0
NL,Nagaland,Tuensang,73696,700,3,42622,31074,43697,29998,1,0,73696,NL,Nagaland,Tuensang,73919.0,1680.0,5.0,42723.0,31196.0,43796.0,30122.0,1.0,0.0,73919.0
NL,Nagaland,Wokha,63226,201,1,36808,26418,34218,28996,12,0,63226,NL,Nagaland,Wokha,63451.0,1005.0,5.0,36939.0,26512.0,34338.0,29101.0,12.0,0.0,63451.0
NL,Nagaland,Zunheboto,69622,0,0,42138,27484,37765,31856,1,0,69622,NL,Nagaland,Zunheboto,69651.0,1040.0,5.0,42144.0,27507.0,37784.0,31866.0,1.0,0.0,69651.0
OR,Odisha,Angul,1488687,81590,51,860659,628028,768653,719636,398,19610,1469077,OR,Odisha,Angul,1501195.0,107220.0,60.0,864506.0,635531.0,773872.0,725763.0,401.0,22549.0,1478646.0
