09/01/2022,Gujarat,Gandhinagar Corporation,695086,5110,12,403845,291241,385342,309604,140,77911,617175
09/01/2022,Gujarat,Jamnagar Corporation,933010,11080,29,533952,399058,489975,442885,150,149209,783801
09/01/2022,Gujarat,Junagadh Corporation,558246,18900,13,284714,273532,300130,258032,84,78163,480083
09/01/2022,Gujarat,Rajkot Corporation,2299225,40,1,1325506,973719,1280331,1018494,400,189498,2109727
09/01/2022,Gujarat,Surat Corporation,7392028,221320,112,4147646,3244382,4494262,2895639,2127,588304,6787596
09/01/2022,Gujarat,Vadodara Corporation,3016463,11514,48,1632563,1383900,1621895,1393838,730,318491,2697972
09/01/2022,Haryana,Kurukshetra,1235904,36680,42,724867,511037,632461,603267,176,133874,1101579
09/01/2022,Haryana,Panchkula,956257,10772,28,522557,433700,512116,443945,196,139986,816271
09/01/2022,Haryana,Gurgaon,4510705,66525,135,2505844,2004861,2785368,1723916,1421,471884,3995102
09/01/2022,Haryana,Jhajjar,1361449,36170,47,797876,563573,759207,602008,234,191151,1170298
09/01/2022,Haryana,Kaithal,1450938,28710,79,849524,601414,740658,710111,169,286793,1164145
09/01/2022,Haryana,Hisar,2055389,834000,234,1238740,816649,1058759,996328,302,241403,1813986
09/01/2022,Haryana,Rohtak,1400015,13252,17,835338,564677,756870,642911,234,227878,1172137
09/01/2022,Haryana,Ambala,1875662,8210,12,983408,892254,1004086,871198,378,338289,1537373
09/01/2022,Haryana,Sirsa,1722842,26120,46,1014042,708800,901452,821072,318,223720,1499122
09/01/2022,Haryana,Panipat,1722635,61486,77,1054023,668612,982985,738893,757,289401,1433234
09/01/2022,Haryana,Fatehabad,1084889,41712,66,664416,420473,560048,524687,154,136308,948581
09/01/2022,Haryana,Yamunanagar,1563712,23000,32,927373,636339,840967,722514,231,195386,1368326
09/01/2022,Haryana,Sonipat,1977259,37480,37,1180684,796575,1109603,867330,326,377608,1599651
09/01/2022,Haryana,Faridabad,3331108,253455,81,1925484,1405624,1934365,1395889,853,418852,2875667
09/01/2022,Haryana,Bhiwani,1553385,92377,132,854149,699236,797920,755153,312,245736,1307649
09/01/2022,Haryana,Charkhi Dadri,757224,50500,34,410267,346957,392761,364331,132,159229,597995
09/01/2022,Haryana,Rewari,1368933,16470,15,769812,599121,750947,617551,435,137252,1231681
09/01/2022,Haryana,Karnal,2060651,126274,46,1201338,859313,1076146,984145,360,482400,1578251
09/01/2022,Haryana,Jind,1453851,18600,51,886246,567605,738845,714795,211,210132,1243719
09/01/2022,Haryana,Nuh,941592,300846,112,692571,249021,538999,402436,157,338333,603259
09/01/2022,Haryana,Mahendragarh,1182007,54082,78,682962,499045,601863,579838,306,143659,1038348
09/01/2022,Haryana,Palwal,1254982,131300,65,763659,491323,677216,577524,242,275123,979859
09/01/2022,Himachal Pradesh,Shimla,1386725,0,0,731239,655486,759363,627102,260,28684,1358041
